obsid,fit_type,gamma,gamma_lo,gamma_hi,log_flux_1_10keV,log_flux_lo,log_flux_hi,log_L_2kev,cstat,dof,n_spectra
0821722201,combined,1.8661365038285807,1.814706859362736,1.9182110914859756,-13.290382136528319,-13.307591213925425,-13.273383646582326,26.977700965208033,1054.2132286332626,1150,3
0821722201,pn,1.9058320479186979,1.8365138660180977,1.976582005705982,-13.29779049982533,-13.321976234382918,-13.273942889395368,26.99050068242747,517.7095979963074,541,1
0821722201,mos,1.812826400385072,1.735325548242098,1.8914856019172719,-13.282642605530066,-13.30741032190434,-13.258292653355362,26.9576169965146,535.677672506325,607,2
