obsid,HR_mode,HR_mean,HR_median,HR_lo,HR_hi,src_soft,src_hard,bkg_soft,bkg_hard
0821722201,-0.565062,-0.569999,-0.570439,-0.609242,-0.534364,759,316,1895,2175
