instrument,energy_kev,counts,error
pn,1.056,0.0,1.0
pn,1.057,1.0,1.0
pn,1.058,0.0,1.0
pn,1.059,0.0,1.0
pn,1.06,0.0,1.0
pn,1.061,0.0,1.0
pn,1.062,0.0,1.0
pn,1.063,0.0,1.0
pn,1.064,0.0,1.0
pn,1.065,0.0,1.0
pn,1.066,0.0,1.0
pn,1.067,0.0,1.0
pn,1.068,0.0,1.0
pn,1.069,1.0,1.0
pn,1.07,0.0,1.0
pn,1.071,0.0,1.0
pn,1.072,0.0,1.0
pn,1.073,0.0,1.0
pn,1.074,0.0,1.0
pn,1.075,0.0,1.0
pn,1.076,0.0,1.0
pn,1.077,0.0,1.0
pn,1.078,1.0,1.0
pn,1.079,0.0,1.0
pn,1.08,0.0,1.0
pn,1.081,0.0,1.0
pn,1.082,0.0,1.0
pn,1.083,0.0,1.0
pn,1.084,0.0,1.0
pn,1.085,0.0,1.0
pn,1.086,0.0,1.0
pn,1.087,1.0,1.0
pn,1.088,0.0,1.0
pn,1.089,0.0,1.0
pn,1.09,0.0,1.0
pn,1.091,0.0,1.0
pn,1.092,1.0,1.0
pn,1.093,1.0,1.0
pn,1.094,0.0,1.0
pn,1.095,0.0,1.0
pn,1.096,0.0,1.0
pn,1.097,1.0,1.0
pn,1.098,1.0,1.0
pn,1.099,1.0,1.0
pn,1.1,1.0,1.0
pn,1.101,1.0,1.0
pn,1.102,0.0,1.0
pn,1.103,0.0,1.0
pn,1.104,0.0,1.0
pn,1.105,0.0,1.0
pn,1.106,0.0,1.0
pn,1.107,0.0,1.0
pn,1.108,0.0,1.0
pn,1.109,0.0,1.0
pn,1.11,0.0,1.0
pn,1.111,0.0,1.0
pn,1.112,0.0,1.0
pn,1.113,0.0,1.0
pn,1.114,0.0,1.0
pn,1.115,0.0,1.0
pn,1.116,0.0,1.0
pn,1.117,0.0,1.0
pn,1.118,0.0,1.0
pn,1.119,0.0,1.0
pn,1.12,0.0,1.0
pn,1.121,0.0,1.0
pn,1.122,0.0,1.0
pn,1.123,0.0,1.0
pn,1.124,0.0,1.0
pn,1.125,0.0,1.0
pn,1.126,1.0,1.0
pn,1.127,0.0,1.0
pn,1.128,0.0,1.0
pn,1.129,0.0,1.0
pn,1.13,0.0,1.0
pn,1.131,0.0,1.0
pn,1.132,0.0,1.0
pn,1.133,0.0,1.0
pn,1.134,0.0,1.0
pn,1.135,0.0,1.0
pn,1.136,0.0,1.0
pn,1.137,0.0,1.0
pn,1.138,2.0,1.4142135623730951
pn,1.139,0.0,1.0
pn,1.14,0.0,1.0
pn,1.141,0.0,1.0
pn,1.142,0.0,1.0
pn,1.143,1.0,1.0
pn,1.144,1.0,1.0
pn,1.145,0.0,1.0
pn,1.146,0.0,1.0
pn,1.147,0.0,1.0
pn,1.148,0.0,1.0
pn,1.149,0.0,1.0
pn,1.15,1.0,1.0
pn,1.151,0.0,1.0
pn,1.152,0.0,1.0
pn,1.153,1.0,1.0
pn,1.154,0.0,1.0
pn,1.155,0.0,1.0
pn,1.156,1.0,1.0
pn,1.157,0.0,1.0
pn,1.158,0.0,1.0
pn,1.159,0.0,1.0
pn,1.16,1.0,1.0
pn,1.161,0.0,1.0
pn,1.162,0.0,1.0
pn,1.163,0.0,1.0
pn,1.164,0.0,1.0
pn,1.165,1.0,1.0
pn,1.166,1.0,1.0
pn,1.167,0.0,1.0
pn,1.168,1.0,1.0
pn,1.169,0.0,1.0
pn,1.17,0.0,1.0
pn,1.171,0.0,1.0
pn,1.172,1.0,1.0
pn,1.173,0.0,1.0
pn,1.174,0.0,1.0
pn,1.175,0.0,1.0
pn,1.176,0.0,1.0
pn,1.177,0.0,1.0
pn,1.178,0.0,1.0
pn,1.179,1.0,1.0
pn,1.18,0.0,1.0
pn,1.181,0.0,1.0
pn,1.182,1.0,1.0
pn,1.183,1.0,1.0
pn,1.184,0.0,1.0
pn,1.185,1.0,1.0
pn,1.186,0.0,1.0
pn,1.187,0.0,1.0
pn,1.188,1.0,1.0
pn,1.189,0.0,1.0
pn,1.19,0.0,1.0
pn,1.191,0.0,1.0
pn,1.192,0.0,1.0
pn,1.193,0.0,1.0
pn,1.194,0.0,1.0
pn,1.195,0.0,1.0
pn,1.196,0.0,1.0
pn,1.197,0.0,1.0
pn,1.198,0.0,1.0
pn,1.199,0.0,1.0
pn,1.2,1.0,1.0
pn,1.201,0.0,1.0
pn,1.202,0.0,1.0
pn,1.203,0.0,1.0
pn,1.204,0.0,1.0
pn,1.205,0.0,1.0
pn,1.206,1.0,1.0
pn,1.207,0.0,1.0
pn,1.208,0.0,1.0
pn,1.209,0.0,1.0
pn,1.21,0.0,1.0
pn,1.211,0.0,1.0
pn,1.212,0.0,1.0
pn,1.213,0.0,1.0
pn,1.214,1.0,1.0
pn,1.215,0.0,1.0
pn,1.216,0.0,1.0
pn,1.217,0.0,1.0
pn,1.218,0.0,1.0
pn,1.219,0.0,1.0
pn,1.22,0.0,1.0
pn,1.221,0.0,1.0
pn,1.222,0.0,1.0
pn,1.223,0.0,1.0
pn,1.224,0.0,1.0
pn,1.225,0.0,1.0
pn,1.226,0.0,1.0
pn,1.227,0.0,1.0
pn,1.228,0.0,1.0
pn,1.229,0.0,1.0
pn,1.23,0.0,1.0
pn,1.231,0.0,1.0
pn,1.232,0.0,1.0
pn,1.233,0.0,1.0
pn,1.234,0.0,1.0
pn,1.235,0.0,1.0
pn,1.236,0.0,1.0
pn,1.237,0.0,1.0
pn,1.238,0.0,1.0
pn,1.239,0.0,1.0
pn,1.24,0.0,1.0
pn,1.241,0.0,1.0
pn,1.242,1.0,1.0
pn,1.243,2.0,1.4142135623730951
pn,1.244,0.0,1.0
pn,1.245,0.0,1.0
pn,1.246,1.0,1.0
pn,1.247,0.0,1.0
pn,1.248,0.0,1.0
pn,1.249,0.0,1.0
pn,1.25,0.0,1.0
pn,1.251,0.0,1.0
pn,1.252,1.0,1.0
pn,1.253,1.0,1.0
pn,1.254,0.0,1.0
pn,1.255,0.0,1.0
pn,1.256,0.0,1.0
pn,1.257,1.0,1.0
pn,1.258,0.0,1.0
pn,1.259,0.0,1.0
pn,1.26,0.0,1.0
pn,1.261,0.0,1.0
pn,1.262,0.0,1.0
pn,1.263,0.0,1.0
pn,1.264,0.0,1.0
pn,1.265,0.0,1.0
pn,1.266,0.0,1.0
pn,1.267,0.0,1.0
pn,1.268,0.0,1.0
pn,1.269,0.0,1.0
pn,1.27,0.0,1.0
pn,1.271,0.0,1.0
pn,1.272,0.0,1.0
pn,1.273,0.0,1.0
pn,1.274,0.0,1.0
pn,1.275,0.0,1.0
pn,1.276,0.0,1.0
pn,1.277,0.0,1.0
pn,1.278,0.0,1.0
pn,1.279,0.0,1.0
pn,1.28,0.0,1.0
pn,1.281,1.0,1.0
pn,1.282,0.0,1.0
pn,1.283,0.0,1.0
pn,1.284,0.0,1.0
pn,1.285,0.0,1.0
pn,1.286,0.0,1.0
pn,1.287,0.0,1.0
pn,1.288,0.0,1.0
pn,1.289,1.0,1.0
pn,1.29,0.0,1.0
pn,1.291,1.0,1.0
pn,1.292,0.0,1.0
pn,1.293,0.0,1.0
pn,1.294,0.0,1.0
pn,1.295,0.0,1.0
pn,1.296,0.0,1.0
pn,1.297,0.0,1.0
pn,1.298,0.0,1.0
pn,1.299,0.0,1.0
pn,1.3,1.0,1.0
pn,1.301,1.0,1.0
pn,1.302,0.0,1.0
pn,1.303,0.0,1.0
pn,1.304,1.0,1.0
pn,1.305,0.0,1.0
pn,1.306,0.0,1.0
pn,1.307,0.0,1.0
pn,1.308,0.0,1.0
pn,1.309,2.0,1.4142135623730951
pn,1.31,0.0,1.0
pn,1.311,0.0,1.0
pn,1.312,1.0,1.0
pn,1.313,0.0,1.0
pn,1.314,0.0,1.0
pn,1.315,0.0,1.0
pn,1.316,1.0,1.0
pn,1.317,0.0,1.0
pn,1.318,0.0,1.0
pn,1.319,0.0,1.0
pn,1.32,0.0,1.0
pn,1.321,0.0,1.0
pn,1.322,0.0,1.0
pn,1.323,1.0,1.0
pn,1.324,0.0,1.0
pn,1.325,0.0,1.0
pn,1.326,0.0,1.0
pn,1.327,0.0,1.0
pn,1.328,0.0,1.0
pn,1.329,0.0,1.0
pn,1.33,0.0,1.0
pn,1.331,0.0,1.0
pn,1.332,0.0,1.0
pn,1.333,1.0,1.0
pn,1.334,0.0,1.0
pn,1.335,0.0,1.0
pn,1.336,0.0,1.0
pn,1.337,1.0,1.0
pn,1.338,0.0,1.0
pn,1.339,0.0,1.0
pn,1.34,0.0,1.0
pn,1.341,0.0,1.0
pn,1.342,0.0,1.0
pn,1.343,0.0,1.0
pn,1.344,1.0,1.0
pn,1.345,0.0,1.0
pn,1.346,0.0,1.0
pn,1.347,0.0,1.0
pn,1.348,0.0,1.0
pn,1.349,0.0,1.0
pn,1.35,0.0,1.0
pn,1.351,0.0,1.0
pn,1.352,0.0,1.0
pn,1.353,0.0,1.0
pn,1.354,0.0,1.0
pn,1.355,0.0,1.0
pn,1.356,0.0,1.0
pn,1.357,0.0,1.0
pn,1.358,0.0,1.0
pn,1.359,0.0,1.0
pn,1.36,1.0,1.0
pn,1.361,0.0,1.0
pn,1.362,0.0,1.0
pn,1.363,0.0,1.0
pn,1.364,0.0,1.0
pn,1.365,0.0,1.0
pn,1.366,0.0,1.0
pn,1.367,0.0,1.0
pn,1.368,0.0,1.0
pn,1.369,0.0,1.0
pn,1.37,0.0,1.0
pn,1.371,0.0,1.0
pn,1.372,0.0,1.0
pn,1.373,0.0,1.0
pn,1.374,0.0,1.0
pn,1.375,0.0,1.0
pn,1.376,0.0,1.0
pn,1.377,0.0,1.0
pn,1.378,0.0,1.0
pn,1.379,0.0,1.0
pn,1.38,0.0,1.0
pn,1.381,0.0,1.0
pn,1.382,0.0,1.0
pn,1.383,0.0,1.0
pn,1.384,0.0,1.0
pn,1.385,0.0,1.0
pn,1.386,1.0,1.0
pn,1.387,0.0,1.0
pn,1.388,0.0,1.0
pn,1.389,0.0,1.0
pn,1.39,0.0,1.0
pn,1.391,0.0,1.0
pn,1.392,0.0,1.0
pn,1.393,0.0,1.0
pn,1.394,1.0,1.0
pn,1.395,1.0,1.0
pn,1.396,1.0,1.0
pn,1.397,1.0,1.0
pn,1.398,0.0,1.0
pn,1.399,0.0,1.0
pn,1.4,0.0,1.0
pn,1.401,0.0,1.0
pn,1.402,0.0,1.0
pn,1.403,0.0,1.0
pn,1.404,0.0,1.0
pn,1.405,0.0,1.0
pn,1.406,0.0,1.0
pn,1.407,0.0,1.0
pn,1.408,0.0,1.0
pn,1.409,0.0,1.0
pn,1.41,0.0,1.0
pn,1.411,0.0,1.0
pn,1.412,0.0,1.0
pn,1.413,0.0,1.0
pn,1.414,2.0,1.4142135623730951
pn,1.415,1.0,1.0
pn,1.416,0.0,1.0
pn,1.417,0.0,1.0
pn,1.418,0.0,1.0
pn,1.419,0.0,1.0
pn,1.42,0.0,1.0
pn,1.421,0.0,1.0
pn,1.422,0.0,1.0
pn,1.423,0.0,1.0
pn,1.424,0.0,1.0
pn,1.425,0.0,1.0
pn,1.426,0.0,1.0
pn,1.427,0.0,1.0
pn,1.428,0.0,1.0
pn,1.429,0.0,1.0
pn,1.43,0.0,1.0
pn,1.431,0.0,1.0
pn,1.432,0.0,1.0
pn,1.433,0.0,1.0
pn,1.434,0.0,1.0
pn,1.435,0.0,1.0
pn,1.436,0.0,1.0
pn,1.437,0.0,1.0
pn,1.438,0.0,1.0
pn,1.439,1.0,1.0
pn,1.44,0.0,1.0
pn,1.441,0.0,1.0
pn,1.442,0.0,1.0
pn,1.443,0.0,1.0
pn,1.444,0.0,1.0
pn,1.445,0.0,1.0
pn,1.446,0.0,1.0
pn,1.447,0.0,1.0
pn,1.448,1.0,1.0
pn,1.449,2.0,1.4142135623730951
pn,1.45,0.0,1.0
pn,1.451,0.0,1.0
pn,1.452,0.0,1.0
pn,1.453,0.0,1.0
pn,1.454,0.0,1.0
pn,1.455,1.0,1.0
pn,1.456,0.0,1.0
pn,1.457,0.0,1.0
pn,1.458,0.0,1.0
pn,1.459,0.0,1.0
pn,1.46,0.0,1.0
pn,1.461,0.0,1.0
pn,1.462,0.0,1.0
pn,1.463,1.0,1.0
pn,1.464,1.0,1.0
pn,1.465,1.0,1.0
pn,1.466,0.0,1.0
pn,1.467,0.0,1.0
pn,1.468,0.0,1.0
pn,1.469,1.0,1.0
pn,1.47,0.0,1.0
pn,1.471,0.0,1.0
pn,1.472,0.0,1.0
pn,1.473,0.0,1.0
pn,1.474,0.0,1.0
pn,1.475,0.0,1.0
pn,1.476,1.0,1.0
pn,1.477,0.0,1.0
pn,1.478,1.0,1.0
pn,1.479,1.0,1.0
pn,1.48,0.0,1.0
pn,1.481,1.0,1.0
pn,1.482,0.0,1.0
pn,1.483,0.0,1.0
pn,1.484,0.0,1.0
pn,1.485,0.0,1.0
pn,1.486,0.0,1.0
pn,1.487,0.0,1.0
pn,1.488,0.0,1.0
pn,1.489,0.0,1.0
pn,1.49,0.0,1.0
pn,1.491,0.0,1.0
pn,1.492,0.0,1.0
pn,1.493,0.0,1.0
pn,1.494,0.0,1.0
pn,1.495,0.0,1.0
pn,1.496,0.0,1.0
pn,1.497,0.0,1.0
pn,1.498,0.0,1.0
pn,1.499,0.0,1.0
pn,1.5,1.0,1.0
pn,1.501,0.0,1.0
pn,1.502,0.0,1.0
pn,1.503,0.0,1.0
pn,1.504,0.0,1.0
pn,1.505,1.0,1.0
pn,1.506,0.0,1.0
pn,1.507,1.0,1.0
pn,1.508,0.0,1.0
pn,1.509,0.0,1.0
pn,1.51,0.0,1.0
pn,1.511,0.0,1.0
pn,1.512,0.0,1.0
pn,1.513,0.0,1.0
pn,1.514,0.0,1.0
pn,1.515,0.0,1.0
pn,1.516,0.0,1.0
pn,1.517,0.0,1.0
pn,1.518,0.0,1.0
pn,1.519,0.0,1.0
pn,1.52,0.0,1.0
pn,1.521,0.0,1.0
pn,1.522,0.0,1.0
pn,1.523,0.0,1.0
pn,1.524,0.0,1.0
pn,1.525,0.0,1.0
pn,1.526,0.0,1.0
pn,1.527,0.0,1.0
pn,1.528,0.0,1.0
pn,1.529,0.0,1.0
pn,1.53,0.0,1.0
pn,1.531,0.0,1.0
pn,1.532,0.0,1.0
pn,1.533,1.0,1.0
pn,1.534,1.0,1.0
pn,1.535,0.0,1.0
pn,1.536,0.0,1.0
pn,1.537,0.0,1.0
pn,1.538,0.0,1.0
pn,1.539,0.0,1.0
pn,1.54,0.0,1.0
pn,1.541,0.0,1.0
pn,1.542,0.0,1.0
pn,1.543,0.0,1.0
pn,1.544,0.0,1.0
pn,1.545,0.0,1.0
pn,1.546,0.0,1.0
pn,1.547,0.0,1.0
pn,1.548,0.0,1.0
pn,1.549,0.0,1.0
pn,1.55,0.0,1.0
pn,1.551,0.0,1.0
pn,1.552,0.0,1.0
pn,1.553,0.0,1.0
pn,1.554,0.0,1.0
pn,1.555,0.0,1.0
pn,1.556,0.0,1.0
pn,1.557,0.0,1.0
pn,1.558,0.0,1.0
pn,1.559,0.0,1.0
pn,1.56,0.0,1.0
pn,1.561,0.0,1.0
pn,1.562,0.0,1.0
pn,1.563,0.0,1.0
pn,1.564,0.0,1.0
pn,1.565,0.0,1.0
pn,1.566,0.0,1.0
pn,1.567,0.0,1.0
pn,1.568,0.0,1.0
pn,1.569,0.0,1.0
pn,1.57,0.0,1.0
pn,1.571,0.0,1.0
pn,1.572,1.0,1.0
pn,1.573,0.0,1.0
pn,1.574,0.0,1.0
pn,1.575,0.0,1.0
pn,1.576,0.0,1.0
pn,1.577,1.0,1.0
pn,1.578,0.0,1.0
pn,1.579,0.0,1.0
pn,1.58,1.0,1.0
pn,1.581,0.0,1.0
pn,1.582,0.0,1.0
pn,1.583,1.0,1.0
pn,1.584,0.0,1.0
pn,1.585,1.0,1.0
pn,1.586,1.0,1.0
pn,1.587,0.0,1.0
pn,1.588,0.0,1.0
pn,1.589,0.0,1.0
pn,1.59,0.0,1.0
pn,1.591,1.0,1.0
pn,1.592,0.0,1.0
pn,1.593,0.0,1.0
pn,1.594,0.0,1.0
pn,1.595,0.0,1.0
pn,1.596,0.0,1.0
pn,1.597,0.0,1.0
pn,1.598,1.0,1.0
pn,1.599,0.0,1.0
pn,1.6,1.0,1.0
pn,1.601,1.0,1.0
pn,1.602,1.0,1.0
pn,1.603,1.0,1.0
pn,1.604,0.0,1.0
pn,1.605,0.0,1.0
pn,1.606,2.0,1.4142135623730951
pn,1.607,0.0,1.0
pn,1.608,0.0,1.0
pn,1.609,1.0,1.0
pn,1.61,3.0,1.7320508075688772
pn,1.611,1.0,1.0
pn,1.612,1.0,1.0
pn,1.613,2.0,1.4142135623730951
pn,1.614,3.0,1.7320508075688772
pn,1.615,0.0,1.0
pn,1.616,1.0,1.0
pn,1.617,0.0,1.0
pn,1.618,1.0,1.0
pn,1.619,0.0,1.0
pn,1.62,2.0,1.4142135623730951
pn,1.621,2.0,1.4142135623730951
pn,1.622,1.0,1.0
pn,1.623,2.0,1.4142135623730951
pn,1.624,0.0,1.0
pn,1.625,2.0,1.4142135623730951
pn,1.626,0.0,1.0
pn,1.627,3.0,1.7320508075688772
pn,1.628,0.0,1.0
pn,1.629,0.0,1.0
pn,1.63,1.0,1.0
pn,1.631,1.0,1.0
pn,1.632,0.0,1.0
pn,1.633,0.0,1.0
pn,1.634,2.0,1.4142135623730951
pn,1.635,0.0,1.0
pn,1.636,0.0,1.0
pn,1.637,0.0,1.0
pn,1.638,0.0,1.0
pn,1.639,0.0,1.0
pn,1.64,0.0,1.0
pn,1.641,0.0,1.0
pn,1.642,1.0,1.0
pn,1.643,0.0,1.0
pn,1.644,1.0,1.0
pn,1.645,0.0,1.0
pn,1.646,0.0,1.0
pn,1.647,0.0,1.0
pn,1.648,1.0,1.0
pn,1.649,0.0,1.0
pn,1.65,1.0,1.0
pn,1.651,0.0,1.0
pn,1.652,0.0,1.0
pn,1.653,0.0,1.0
pn,1.654,0.0,1.0
pn,1.655,0.0,1.0
pn,1.656,0.0,1.0
pn,1.657,1.0,1.0
pn,1.658,0.0,1.0
pn,1.659,1.0,1.0
pn,1.66,0.0,1.0
pn,1.661,1.0,1.0
pn,1.662,0.0,1.0
pn,1.663,0.0,1.0
pn,1.664,0.0,1.0
pn,1.665,0.0,1.0
pn,1.666,0.0,1.0
pn,1.667,0.0,1.0
pn,1.668,0.0,1.0
pn,1.669,0.0,1.0
pn,1.67,0.0,1.0
pn,1.671,0.0,1.0
pn,1.672,0.0,1.0
pn,1.673,0.0,1.0
pn,1.674,0.0,1.0
pn,1.675,0.0,1.0
pn,1.676,0.0,1.0
pn,1.677,1.0,1.0
pn,1.678,0.0,1.0
pn,1.679,0.0,1.0
pn,1.68,0.0,1.0
pn,1.681,0.0,1.0
pn,1.682,0.0,1.0
pn,1.683,0.0,1.0
pn,1.684,0.0,1.0
pn,1.685,0.0,1.0
pn,1.686,0.0,1.0
pn,1.687,0.0,1.0
pn,1.688,0.0,1.0
pn,1.689,0.0,1.0
pn,1.69,0.0,1.0
pn,1.691,0.0,1.0
pn,1.692,0.0,1.0
pn,1.693,0.0,1.0
pn,1.694,0.0,1.0
pn,1.695,0.0,1.0
pn,1.696,0.0,1.0
pn,1.697,0.0,1.0
pn,1.698,0.0,1.0
pn,1.699,0.0,1.0
pn,1.7,0.0,1.0
pn,1.701,0.0,1.0
pn,1.702,1.0,1.0
pn,1.703,0.0,1.0
pn,1.704,0.0,1.0
pn,1.705,0.0,1.0
pn,1.706,0.0,1.0
pn,1.707,1.0,1.0
pn,1.708,0.0,1.0
pn,1.709,0.0,1.0
pn,1.71,0.0,1.0
pn,1.711,0.0,1.0
pn,1.712,0.0,1.0
pn,1.713,0.0,1.0
pn,1.714,0.0,1.0
pn,1.715,1.0,1.0
pn,1.716,0.0,1.0
pn,1.717,0.0,1.0
pn,1.718,0.0,1.0
pn,1.719,0.0,1.0
pn,1.72,0.0,1.0
pn,1.721,0.0,1.0
pn,1.722,0.0,1.0
pn,1.723,1.0,1.0
pn,1.724,0.0,1.0
pn,1.725,0.0,1.0
pn,1.726,0.0,1.0
pn,1.727,0.0,1.0
pn,1.728,1.0,1.0
pn,1.729,0.0,1.0
pn,1.73,0.0,1.0
pn,1.731,1.0,1.0
pn,1.732,0.0,1.0
pn,1.733,1.0,1.0
pn,1.734,0.0,1.0
pn,1.735,0.0,1.0
pn,1.736,0.0,1.0
pn,1.737,1.0,1.0
pn,1.738,1.0,1.0
pn,1.739,1.0,1.0
pn,1.74,0.0,1.0
pn,1.741,0.0,1.0
pn,1.742,0.0,1.0
pn,1.743,1.0,1.0
pn,1.744,0.0,1.0
pn,1.745,0.0,1.0
pn,1.746,1.0,1.0
pn,1.747,0.0,1.0
pn,1.748,0.0,1.0
pn,1.749,0.0,1.0
pn,1.75,0.0,1.0
pn,1.751,0.0,1.0
pn,1.752,0.0,1.0
pn,1.753,1.0,1.0
pn,1.754,0.0,1.0
pn,1.755,2.0,1.4142135623730951
pn,1.756,0.0,1.0
pn,1.757,0.0,1.0
pn,1.758,0.0,1.0
pn,1.759,0.0,1.0
pn,1.76,0.0,1.0
pn,1.761,2.0,1.4142135623730951
pn,1.762,0.0,1.0
pn,1.763,0.0,1.0
pn,1.764,0.0,1.0
pn,1.765,0.0,1.0
pn,1.766,0.0,1.0
pn,1.767,1.0,1.0
pn,1.768,0.0,1.0
pn,1.769,1.0,1.0
pn,1.77,0.0,1.0
pn,1.771,0.0,1.0
pn,1.772,0.0,1.0
pn,1.773,0.0,1.0
pn,1.774,0.0,1.0
pn,1.775,0.0,1.0
pn,1.776,0.0,1.0
pn,1.777,0.0,1.0
pn,1.778,0.0,1.0
pn,1.779,0.0,1.0
pn,1.78,0.0,1.0
pn,1.781,0.0,1.0
pn,1.782,0.0,1.0
pn,1.783,0.0,1.0
pn,1.784,0.0,1.0
pn,1.785,0.0,1.0
pn,1.786,0.0,1.0
pn,1.787,1.0,1.0
pn,1.788,0.0,1.0
pn,1.789,0.0,1.0
pn,1.79,0.0,1.0
pn,1.791,0.0,1.0
pn,1.792,0.0,1.0
pn,1.793,1.0,1.0
pn,1.794,0.0,1.0
pn,1.795,1.0,1.0
pn,1.796,0.0,1.0
pn,1.797,0.0,1.0
pn,1.798,0.0,1.0
pn,1.799,0.0,1.0
pn,1.8,0.0,1.0
pn,1.801,0.0,1.0
pn,1.802,0.0,1.0
pn,1.803,0.0,1.0
pn,1.804,0.0,1.0
pn,1.805,1.0,1.0
pn,1.806,0.0,1.0
pn,1.807,0.0,1.0
pn,1.808,0.0,1.0
pn,1.809,0.0,1.0
pn,1.81,0.0,1.0
pn,1.811,0.0,1.0
pn,1.812,0.0,1.0
pn,1.813,0.0,1.0
pn,1.814,0.0,1.0
pn,1.815,0.0,1.0
pn,1.816,0.0,1.0
pn,1.817,1.0,1.0
pn,1.818,0.0,1.0
pn,1.819,1.0,1.0
pn,1.82,0.0,1.0
pn,1.821,0.0,1.0
pn,1.822,0.0,1.0
pn,1.823,0.0,1.0
pn,1.824,0.0,1.0
pn,1.825,0.0,1.0
pn,1.826,1.0,1.0
pn,1.827,0.0,1.0
pn,1.828,0.0,1.0
pn,1.829,1.0,1.0
pn,1.83,0.0,1.0
pn,1.831,0.0,1.0
pn,1.832,0.0,1.0
pn,1.833,0.0,1.0
pn,1.834,0.0,1.0
pn,1.835,0.0,1.0
pn,1.836,0.0,1.0
pn,1.837,0.0,1.0
pn,1.838,0.0,1.0
pn,1.839,1.0,1.0
pn,1.84,0.0,1.0
pn,1.841,0.0,1.0
pn,1.842,0.0,1.0
pn,1.843,0.0,1.0
pn,1.844,0.0,1.0
pn,1.845,0.0,1.0
pn,1.846,0.0,1.0
pn,1.847,0.0,1.0
pn,1.848,0.0,1.0
pn,1.849,0.0,1.0
pn,1.85,1.0,1.0
pn,1.851,0.0,1.0
pn,1.852,0.0,1.0
pn,1.853,0.0,1.0
pn,1.854,0.0,1.0
pn,1.855,0.0,1.0
pn,1.856,0.0,1.0
pn,1.857,0.0,1.0
pn,1.858,0.0,1.0
pn,1.859,0.0,1.0
pn,1.86,0.0,1.0
pn,1.861,0.0,1.0
pn,1.862,1.0,1.0
pn,1.863,0.0,1.0
pn,1.864,0.0,1.0
pn,1.865,0.0,1.0
pn,1.866,0.0,1.0
pn,1.867,0.0,1.0
pn,1.868,0.0,1.0
pn,1.869,0.0,1.0
pn,1.87,0.0,1.0
pn,1.871,0.0,1.0
pn,1.872,0.0,1.0
pn,1.873,0.0,1.0
pn,1.874,0.0,1.0
pn,1.875,0.0,1.0
pn,1.876,0.0,1.0
pn,1.877,0.0,1.0
pn,1.878,0.0,1.0
pn,1.879,0.0,1.0
pn,1.88,0.0,1.0
pn,1.881,0.0,1.0
pn,1.882,0.0,1.0
pn,1.883,0.0,1.0
pn,1.884,0.0,1.0
pn,1.885,0.0,1.0
pn,1.886,0.0,1.0
pn,1.887,0.0,1.0
pn,1.888,0.0,1.0
pn,1.889,0.0,1.0
pn,1.89,0.0,1.0
pn,1.891,0.0,1.0
pn,1.892,0.0,1.0
pn,1.893,0.0,1.0
pn,1.894,0.0,1.0
pn,1.895,0.0,1.0
pn,1.896,0.0,1.0
pn,1.897,0.0,1.0
pn,1.898,0.0,1.0
pn,1.899,0.0,1.0
pn,1.9,0.0,1.0
pn,1.901,0.0,1.0
pn,1.902,1.0,1.0
pn,1.903,0.0,1.0
pn,1.904,0.0,1.0
pn,1.905,0.0,1.0
pn,1.906,0.0,1.0
pn,1.907,0.0,1.0
pn,1.908,0.0,1.0
pn,1.909,0.0,1.0
pn,1.91,0.0,1.0
pn,1.911,0.0,1.0
pn,1.912,0.0,1.0
pn,1.913,0.0,1.0
pn,1.914,1.0,1.0
pn,1.915,0.0,1.0
pn,1.916,0.0,1.0
pn,1.917,0.0,1.0
pn,1.918,0.0,1.0
pn,1.919,0.0,1.0
pn,1.92,0.0,1.0
pn,1.921,1.0,1.0
pn,1.922,0.0,1.0
pn,1.923,0.0,1.0
pn,1.924,0.0,1.0
pn,1.925,0.0,1.0
pn,1.926,0.0,1.0
pn,1.927,0.0,1.0
pn,1.928,0.0,1.0
pn,1.929,1.0,1.0
pn,1.93,0.0,1.0
pn,1.931,0.0,1.0
pn,1.932,0.0,1.0
pn,1.933,0.0,1.0
pn,1.934,0.0,1.0
pn,1.935,0.0,1.0
pn,1.936,0.0,1.0
pn,1.937,0.0,1.0
pn,1.938,0.0,1.0
pn,1.939,0.0,1.0
pn,1.94,1.0,1.0
pn,1.941,0.0,1.0
pn,1.942,0.0,1.0
pn,1.943,0.0,1.0
pn,1.944,0.0,1.0
pn,1.945,0.0,1.0
pn,1.946,0.0,1.0
pn,1.947,0.0,1.0
pn,1.948,0.0,1.0
pn,1.949,0.0,1.0
pn,1.95,0.0,1.0
pn,1.951,0.0,1.0
pn,1.952,0.0,1.0
pn,1.953,0.0,1.0
pn,1.954,0.0,1.0
pn,1.955,0.0,1.0
pn,1.956,0.0,1.0
pn,1.957,0.0,1.0
pn,1.958,0.0,1.0
pn,1.959,0.0,1.0
pn,1.96,0.0,1.0
pn,1.961,0.0,1.0
pn,1.962,0.0,1.0
pn,1.963,0.0,1.0
pn,1.964,0.0,1.0
pn,1.965,0.0,1.0
pn,1.966,0.0,1.0
pn,1.967,1.0,1.0
pn,1.968,0.0,1.0
pn,1.969,0.0,1.0
pn,1.97,1.0,1.0
pn,1.971,0.0,1.0
pn,1.972,0.0,1.0
pn,1.973,0.0,1.0
pn,1.974,0.0,1.0
pn,1.975,1.0,1.0
pn,1.976,0.0,1.0
pn,1.977,0.0,1.0
pn,1.978,1.0,1.0
pn,1.979,0.0,1.0
pn,1.98,0.0,1.0
pn,1.981,0.0,1.0
