instrument,energy_kev,counts,error
pn,1.982,0.0,1.0
pn,1.983,1.0,1.0
pn,1.984,0.0,1.0
pn,1.985,0.0,1.0
pn,1.986,0.0,1.0
pn,1.987,0.0,1.0
pn,1.988,0.0,1.0
pn,1.989,0.0,1.0
pn,1.99,0.0,1.0
pn,1.991,0.0,1.0
pn,1.992,0.0,1.0
pn,1.993,0.0,1.0
pn,1.994,0.0,1.0
pn,1.995,0.0,1.0
pn,1.996,0.0,1.0
pn,1.997,0.0,1.0
pn,1.998,0.0,1.0
pn,1.999,0.0,1.0
pn,2.0,0.0,1.0
pn,2.001,0.0,1.0
pn,2.002,1.0,1.0
pn,2.003,0.0,1.0
pn,2.004,0.0,1.0
pn,2.005,0.0,1.0
pn,2.006,0.0,1.0
pn,2.007,2.0,1.4142135623730951
pn,2.008,0.0,1.0
pn,2.009,0.0,1.0
pn,2.01,0.0,1.0
pn,2.011,0.0,1.0
pn,2.012,0.0,1.0
pn,2.013,0.0,1.0
pn,2.014,0.0,1.0
pn,2.015,0.0,1.0
pn,2.016,0.0,1.0
pn,2.017,1.0,1.0
pn,2.018,1.0,1.0
pn,2.019,0.0,1.0
pn,2.02,0.0,1.0
pn,2.021,0.0,1.0
pn,2.022,1.0,1.0
pn,2.023,0.0,1.0
pn,2.024,0.0,1.0
pn,2.025,0.0,1.0
pn,2.026,0.0,1.0
pn,2.027,0.0,1.0
pn,2.028,0.0,1.0
pn,2.029,1.0,1.0
pn,2.03,0.0,1.0
pn,2.031,0.0,1.0
pn,2.032,0.0,1.0
pn,2.033,0.0,1.0
pn,2.034,0.0,1.0
pn,2.035,0.0,1.0
pn,2.036,0.0,1.0
pn,2.037,0.0,1.0
pn,2.038,0.0,1.0
pn,2.039,0.0,1.0
pn,2.04,0.0,1.0
pn,2.041,0.0,1.0
pn,2.042,0.0,1.0
pn,2.043,0.0,1.0
pn,2.044,0.0,1.0
pn,2.045,0.0,1.0
pn,2.046,0.0,1.0
pn,2.047,0.0,1.0
pn,2.048,0.0,1.0
pn,2.049,0.0,1.0
pn,2.05,0.0,1.0
pn,2.051,0.0,1.0
pn,2.052,0.0,1.0
pn,2.053,0.0,1.0
pn,2.054,0.0,1.0
pn,2.055,0.0,1.0
pn,2.056,0.0,1.0
pn,2.057,0.0,1.0
pn,2.058,0.0,1.0
pn,2.059,0.0,1.0
pn,2.06,1.0,1.0
pn,2.061,0.0,1.0
pn,2.062,0.0,1.0
pn,2.063,0.0,1.0
pn,2.064,1.0,1.0
pn,2.065,0.0,1.0
pn,2.066,0.0,1.0
pn,2.067,0.0,1.0
pn,2.068,0.0,1.0
pn,2.069,0.0,1.0
pn,2.07,0.0,1.0
pn,2.071,0.0,1.0
pn,2.072,0.0,1.0
pn,2.073,0.0,1.0
pn,2.074,0.0,1.0
pn,2.075,0.0,1.0
pn,2.076,0.0,1.0
pn,2.077,0.0,1.0
pn,2.078,0.0,1.0
pn,2.079,0.0,1.0
pn,2.08,0.0,1.0
pn,2.081,0.0,1.0
pn,2.082,0.0,1.0
pn,2.083,0.0,1.0
pn,2.084,0.0,1.0
pn,2.085,0.0,1.0
pn,2.086,1.0,1.0
pn,2.087,0.0,1.0
pn,2.088,0.0,1.0
pn,2.089,0.0,1.0
pn,2.09,0.0,1.0
pn,2.091,0.0,1.0
pn,2.092,0.0,1.0
pn,2.093,0.0,1.0
pn,2.094,0.0,1.0
pn,2.095,0.0,1.0
pn,2.096,0.0,1.0
pn,2.097,0.0,1.0
pn,2.098,0.0,1.0
pn,2.099,0.0,1.0
pn,2.1,0.0,1.0
pn,2.101,0.0,1.0
pn,2.102,1.0,1.0
pn,2.103,0.0,1.0
pn,2.104,0.0,1.0
pn,2.105,1.0,1.0
pn,2.106,0.0,1.0
pn,2.107,0.0,1.0
pn,2.108,0.0,1.0
pn,2.109,0.0,1.0
pn,2.11,0.0,1.0
pn,2.111,0.0,1.0
pn,2.112,0.0,1.0
pn,2.113,0.0,1.0
pn,2.114,0.0,1.0
pn,2.115,0.0,1.0
pn,2.116,0.0,1.0
pn,2.117,0.0,1.0
pn,2.118,1.0,1.0
pn,2.119,1.0,1.0
pn,2.12,0.0,1.0
pn,2.121,0.0,1.0
pn,2.122,0.0,1.0
pn,2.123,0.0,1.0
pn,2.124,0.0,1.0
pn,2.125,0.0,1.0
pn,2.126,0.0,1.0
pn,2.127,0.0,1.0
pn,2.128,1.0,1.0
pn,2.129,1.0,1.0
pn,2.13,0.0,1.0
pn,2.131,0.0,1.0
pn,2.132,0.0,1.0
pn,2.133,0.0,1.0
pn,2.134,0.0,1.0
pn,2.135,0.0,1.0
pn,2.136,0.0,1.0
pn,2.137,2.0,1.4142135623730951
pn,2.138,0.0,1.0
pn,2.139,0.0,1.0
pn,2.14,0.0,1.0
pn,2.141,0.0,1.0
pn,2.142,0.0,1.0
pn,2.143,0.0,1.0
pn,2.144,0.0,1.0
pn,2.145,0.0,1.0
pn,2.146,0.0,1.0
pn,2.147,0.0,1.0
pn,2.148,0.0,1.0
pn,2.149,0.0,1.0
pn,2.15,0.0,1.0
pn,2.151,0.0,1.0
pn,2.152,0.0,1.0
pn,2.153,0.0,1.0
pn,2.154,0.0,1.0
pn,2.155,0.0,1.0
pn,2.156,0.0,1.0
pn,2.157,0.0,1.0
pn,2.158,0.0,1.0
pn,2.159,0.0,1.0
pn,2.16,0.0,1.0
pn,2.161,0.0,1.0
pn,2.162,0.0,1.0
pn,2.163,0.0,1.0
pn,2.164,0.0,1.0
pn,2.165,0.0,1.0
pn,2.166,0.0,1.0
pn,2.167,0.0,1.0
pn,2.168,0.0,1.0
pn,2.169,0.0,1.0
pn,2.17,0.0,1.0
pn,2.171,0.0,1.0
pn,2.172,0.0,1.0
pn,2.173,0.0,1.0
pn,2.174,0.0,1.0
pn,2.175,0.0,1.0
pn,2.176,0.0,1.0
pn,2.177,0.0,1.0
pn,2.178,0.0,1.0
pn,2.179,0.0,1.0
pn,2.18,0.0,1.0
pn,2.181,0.0,1.0
pn,2.182,0.0,1.0
pn,2.183,0.0,1.0
pn,2.184,0.0,1.0
pn,2.185,0.0,1.0
pn,2.186,0.0,1.0
pn,2.187,0.0,1.0
pn,2.188,1.0,1.0
pn,2.189,0.0,1.0
pn,2.19,0.0,1.0
pn,2.191,0.0,1.0
pn,2.192,0.0,1.0
pn,2.193,0.0,1.0
pn,2.194,0.0,1.0
pn,2.195,0.0,1.0
pn,2.196,0.0,1.0
pn,2.197,0.0,1.0
pn,2.198,0.0,1.0
pn,2.199,0.0,1.0
pn,2.2,0.0,1.0
pn,2.201,0.0,1.0
pn,2.202,0.0,1.0
pn,2.203,0.0,1.0
pn,2.204,0.0,1.0
pn,2.205,0.0,1.0
pn,2.206,0.0,1.0
pn,2.207,0.0,1.0
pn,2.208,0.0,1.0
pn,2.209,0.0,1.0
pn,2.21,0.0,1.0
pn,2.211,0.0,1.0
pn,2.212,0.0,1.0
pn,2.213,0.0,1.0
pn,2.214,0.0,1.0
pn,2.215,0.0,1.0
pn,2.216,0.0,1.0
pn,2.217,0.0,1.0
pn,2.218,0.0,1.0
pn,2.219,0.0,1.0
pn,2.22,0.0,1.0
pn,2.221,0.0,1.0
pn,2.222,0.0,1.0
pn,2.223,0.0,1.0
pn,2.224,0.0,1.0
pn,2.225,0.0,1.0
pn,2.226,0.0,1.0
pn,2.227,0.0,1.0
pn,2.228,0.0,1.0
pn,2.229,0.0,1.0
pn,2.23,0.0,1.0
pn,2.231,0.0,1.0
pn,2.232,0.0,1.0
pn,2.233,0.0,1.0
pn,2.234,0.0,1.0
pn,2.235,0.0,1.0
pn,2.236,2.0,1.4142135623730951
pn,2.237,0.0,1.0
pn,2.238,0.0,1.0
pn,2.239,0.0,1.0
pn,2.24,0.0,1.0
pn,2.241,0.0,1.0
pn,2.242,0.0,1.0
pn,2.243,0.0,1.0
pn,2.244,0.0,1.0
pn,2.245,0.0,1.0
pn,2.246,0.0,1.0
pn,2.247,0.0,1.0
pn,2.248,0.0,1.0
pn,2.249,0.0,1.0
pn,2.25,0.0,1.0
pn,2.251,0.0,1.0
pn,2.252,0.0,1.0
pn,2.253,0.0,1.0
pn,2.254,0.0,1.0
pn,2.255,0.0,1.0
pn,2.256,0.0,1.0
pn,2.257,0.0,1.0
pn,2.258,0.0,1.0
pn,2.259,0.0,1.0
pn,2.26,0.0,1.0
pn,2.261,0.0,1.0
pn,2.262,0.0,1.0
pn,2.263,1.0,1.0
pn,2.264,1.0,1.0
pn,2.265,0.0,1.0
pn,2.266,0.0,1.0
pn,2.267,0.0,1.0
pn,2.268,0.0,1.0
pn,2.269,0.0,1.0
pn,2.27,0.0,1.0
pn,2.271,0.0,1.0
pn,2.272,0.0,1.0
pn,2.273,0.0,1.0
pn,2.274,0.0,1.0
pn,2.275,0.0,1.0
pn,2.276,0.0,1.0
pn,2.277,0.0,1.0
pn,2.278,0.0,1.0
pn,2.279,0.0,1.0
pn,2.28,0.0,1.0
pn,2.281,0.0,1.0
pn,2.282,0.0,1.0
pn,2.283,0.0,1.0
pn,2.284,0.0,1.0
pn,2.285,0.0,1.0
pn,2.286,0.0,1.0
pn,2.287,0.0,1.0
pn,2.288,0.0,1.0
pn,2.289,0.0,1.0
pn,2.29,0.0,1.0
pn,2.291,0.0,1.0
pn,2.292,1.0,1.0
pn,2.293,0.0,1.0
pn,2.294,0.0,1.0
pn,2.295,0.0,1.0
pn,2.296,0.0,1.0
pn,2.297,0.0,1.0
pn,2.298,1.0,1.0
pn,2.299,0.0,1.0
pn,2.3,1.0,1.0
pn,2.301,0.0,1.0
pn,2.302,1.0,1.0
pn,2.303,0.0,1.0
pn,2.304,0.0,1.0
pn,2.305,0.0,1.0
pn,2.306,0.0,1.0
pn,2.307,0.0,1.0
pn,2.308,0.0,1.0
pn,2.309,0.0,1.0
pn,2.31,0.0,1.0
pn,2.311,1.0,1.0
pn,2.312,0.0,1.0
pn,2.313,0.0,1.0
pn,2.314,0.0,1.0
pn,2.315,0.0,1.0
pn,2.316,0.0,1.0
pn,2.317,0.0,1.0
pn,2.318,0.0,1.0
pn,2.319,0.0,1.0
pn,2.32,0.0,1.0
pn,2.321,1.0,1.0
pn,2.322,0.0,1.0
pn,2.323,0.0,1.0
pn,2.324,0.0,1.0
pn,2.325,0.0,1.0
pn,2.326,0.0,1.0
pn,2.327,0.0,1.0
pn,2.328,0.0,1.0
pn,2.329,0.0,1.0
pn,2.33,0.0,1.0
pn,2.331,0.0,1.0
pn,2.332,0.0,1.0
pn,2.333,0.0,1.0
pn,2.334,0.0,1.0
pn,2.335,0.0,1.0
pn,2.336,0.0,1.0
pn,2.337,0.0,1.0
pn,2.338,0.0,1.0
pn,2.339,0.0,1.0
pn,2.34,0.0,1.0
pn,2.341,0.0,1.0
pn,2.342,1.0,1.0
pn,2.343,0.0,1.0
pn,2.344,0.0,1.0
pn,2.345,0.0,1.0
pn,2.346,0.0,1.0
pn,2.347,0.0,1.0
pn,2.348,0.0,1.0
pn,2.349,0.0,1.0
pn,2.35,0.0,1.0
pn,2.351,1.0,1.0
pn,2.352,0.0,1.0
pn,2.353,0.0,1.0
pn,2.354,0.0,1.0
pn,2.355,0.0,1.0
pn,2.356,1.0,1.0
pn,2.357,0.0,1.0
pn,2.358,0.0,1.0
pn,2.359,0.0,1.0
pn,2.36,0.0,1.0
pn,2.361,0.0,1.0
pn,2.362,0.0,1.0
pn,2.363,0.0,1.0
pn,2.364,0.0,1.0
pn,2.365,0.0,1.0
pn,2.366,0.0,1.0
pn,2.367,0.0,1.0
pn,2.368,0.0,1.0
pn,2.369,0.0,1.0
pn,2.37,0.0,1.0
pn,2.371,0.0,1.0
pn,2.372,0.0,1.0
pn,2.373,0.0,1.0
pn,2.374,0.0,1.0
pn,2.375,0.0,1.0
pn,2.376,0.0,1.0
pn,2.377,0.0,1.0
pn,2.378,0.0,1.0
pn,2.379,0.0,1.0
pn,2.38,0.0,1.0
pn,2.381,0.0,1.0
pn,2.382,0.0,1.0
pn,2.383,0.0,1.0
pn,2.384,0.0,1.0
pn,2.385,0.0,1.0
pn,2.386,0.0,1.0
pn,2.387,0.0,1.0
pn,2.388,0.0,1.0
pn,2.389,0.0,1.0
pn,2.39,0.0,1.0
pn,2.391,0.0,1.0
pn,2.392,0.0,1.0
pn,2.393,0.0,1.0
pn,2.394,0.0,1.0
pn,2.395,0.0,1.0
pn,2.396,0.0,1.0
pn,2.397,0.0,1.0
pn,2.398,0.0,1.0
pn,2.399,0.0,1.0
pn,2.4,0.0,1.0
pn,2.401,0.0,1.0
pn,2.402,0.0,1.0
pn,2.403,0.0,1.0
pn,2.404,0.0,1.0
pn,2.405,0.0,1.0
pn,2.406,0.0,1.0
pn,2.407,1.0,1.0
pn,2.408,0.0,1.0
pn,2.409,0.0,1.0
pn,2.41,0.0,1.0
pn,2.411,0.0,1.0
pn,2.412,0.0,1.0
pn,2.413,1.0,1.0
pn,2.414,0.0,1.0
pn,2.415,0.0,1.0
pn,2.416,0.0,1.0
pn,2.417,0.0,1.0
pn,2.418,0.0,1.0
pn,2.419,0.0,1.0
pn,2.42,0.0,1.0
pn,2.421,0.0,1.0
pn,2.422,0.0,1.0
pn,2.423,0.0,1.0
pn,2.424,0.0,1.0
pn,2.425,0.0,1.0
pn,2.426,0.0,1.0
pn,2.427,0.0,1.0
pn,2.428,0.0,1.0
pn,2.429,0.0,1.0
pn,2.43,0.0,1.0
pn,2.431,0.0,1.0
pn,2.432,0.0,1.0
pn,2.433,0.0,1.0
pn,2.434,0.0,1.0
pn,2.435,0.0,1.0
pn,2.436,0.0,1.0
pn,2.437,0.0,1.0
pn,2.438,0.0,1.0
pn,2.439,0.0,1.0
pn,2.44,0.0,1.0
pn,2.441,0.0,1.0
pn,2.442,0.0,1.0
pn,2.443,0.0,1.0
pn,2.444,0.0,1.0
pn,2.445,0.0,1.0
pn,2.446,0.0,1.0
pn,2.447,0.0,1.0
pn,2.448,0.0,1.0
pn,2.449,0.0,1.0
pn,2.45,0.0,1.0
pn,2.451,1.0,1.0
pn,2.452,0.0,1.0
pn,2.453,0.0,1.0
pn,2.454,0.0,1.0
pn,2.455,0.0,1.0
pn,2.456,0.0,1.0
pn,2.457,0.0,1.0
pn,2.458,0.0,1.0
pn,2.459,0.0,1.0
pn,2.46,0.0,1.0
pn,2.461,0.0,1.0
pn,2.462,0.0,1.0
pn,2.463,0.0,1.0
pn,2.464,0.0,1.0
pn,2.465,0.0,1.0
pn,2.466,0.0,1.0
pn,2.467,0.0,1.0
pn,2.468,0.0,1.0
pn,2.469,0.0,1.0
pn,2.47,0.0,1.0
pn,2.471,0.0,1.0
pn,2.472,0.0,1.0
pn,2.473,0.0,1.0
pn,2.474,0.0,1.0
pn,2.475,0.0,1.0
pn,2.476,0.0,1.0
pn,2.477,0.0,1.0
pn,2.478,0.0,1.0
pn,2.479,0.0,1.0
pn,2.48,0.0,1.0
pn,2.481,0.0,1.0
pn,2.482,0.0,1.0
pn,2.483,0.0,1.0
pn,2.484,1.0,1.0
pn,2.485,0.0,1.0
pn,2.486,0.0,1.0
pn,2.487,0.0,1.0
pn,2.488,0.0,1.0
pn,2.489,0.0,1.0
pn,2.49,0.0,1.0
pn,2.491,0.0,1.0
pn,2.492,1.0,1.0
pn,2.493,0.0,1.0
pn,2.494,0.0,1.0
pn,2.495,0.0,1.0
pn,2.496,0.0,1.0
pn,2.497,0.0,1.0
pn,2.498,0.0,1.0
pn,2.499,0.0,1.0
pn,2.5,0.0,1.0
pn,2.501,1.0,1.0
pn,2.502,0.0,1.0
pn,2.503,0.0,1.0
pn,2.504,0.0,1.0
pn,2.505,0.0,1.0
pn,2.506,0.0,1.0
pn,2.507,0.0,1.0
pn,2.508,0.0,1.0
pn,2.509,1.0,1.0
pn,2.51,0.0,1.0
pn,2.511,0.0,1.0
pn,2.512,0.0,1.0
pn,2.513,0.0,1.0
pn,2.514,0.0,1.0
pn,2.515,0.0,1.0
pn,2.516,0.0,1.0
pn,2.517,0.0,1.0
pn,2.518,0.0,1.0
pn,2.519,0.0,1.0
pn,2.52,0.0,1.0
pn,2.521,0.0,1.0
pn,2.522,0.0,1.0
pn,2.523,0.0,1.0
pn,2.524,1.0,1.0
pn,2.525,0.0,1.0
pn,2.526,0.0,1.0
pn,2.527,0.0,1.0
pn,2.528,0.0,1.0
pn,2.529,0.0,1.0
pn,2.53,1.0,1.0
pn,2.531,0.0,1.0
pn,2.532,0.0,1.0
pn,2.533,0.0,1.0
pn,2.534,0.0,1.0
pn,2.535,0.0,1.0
pn,2.536,0.0,1.0
pn,2.537,0.0,1.0
pn,2.538,0.0,1.0
pn,2.539,1.0,1.0
pn,2.54,0.0,1.0
pn,2.541,0.0,1.0
pn,2.542,0.0,1.0
pn,2.543,0.0,1.0
pn,2.544,0.0,1.0
pn,2.545,0.0,1.0
pn,2.546,0.0,1.0
pn,2.547,0.0,1.0
pn,2.548,0.0,1.0
pn,2.549,0.0,1.0
pn,2.55,0.0,1.0
pn,2.551,0.0,1.0
pn,2.552,1.0,1.0
pn,2.553,0.0,1.0
pn,2.554,0.0,1.0
pn,2.555,0.0,1.0
pn,2.556,0.0,1.0
pn,2.557,0.0,1.0
pn,2.558,0.0,1.0
pn,2.559,0.0,1.0
pn,2.56,0.0,1.0
pn,2.561,0.0,1.0
pn,2.562,0.0,1.0
pn,2.563,1.0,1.0
pn,2.564,0.0,1.0
pn,2.565,0.0,1.0
pn,2.566,0.0,1.0
pn,2.567,0.0,1.0
pn,2.568,0.0,1.0
pn,2.569,0.0,1.0
pn,2.57,0.0,1.0
pn,2.571,0.0,1.0
pn,2.572,0.0,1.0
pn,2.573,0.0,1.0
pn,2.574,0.0,1.0
pn,2.575,0.0,1.0
pn,2.576,0.0,1.0
pn,2.577,0.0,1.0
pn,2.578,1.0,1.0
pn,2.579,0.0,1.0
pn,2.58,0.0,1.0
pn,2.581,0.0,1.0
pn,2.582,0.0,1.0
pn,2.583,1.0,1.0
pn,2.584,0.0,1.0
pn,2.585,0.0,1.0
pn,2.586,0.0,1.0
pn,2.587,0.0,1.0
pn,2.588,0.0,1.0
pn,2.589,0.0,1.0
pn,2.59,0.0,1.0
pn,2.591,0.0,1.0
pn,2.592,0.0,1.0
pn,2.593,0.0,1.0
pn,2.594,0.0,1.0
pn,2.595,0.0,1.0
pn,2.596,0.0,1.0
pn,2.597,0.0,1.0
pn,2.598,0.0,1.0
pn,2.599,0.0,1.0
pn,2.6,0.0,1.0
pn,2.601,0.0,1.0
pn,2.602,0.0,1.0
pn,2.603,0.0,1.0
pn,2.604,0.0,1.0
pn,2.605,0.0,1.0
pn,2.606,0.0,1.0
pn,2.607,0.0,1.0
pn,2.608,0.0,1.0
pn,2.609,0.0,1.0
pn,2.61,0.0,1.0
pn,2.611,0.0,1.0
pn,2.612,0.0,1.0
pn,2.613,0.0,1.0
pn,2.614,0.0,1.0
pn,2.615,0.0,1.0
pn,2.616,0.0,1.0
pn,2.617,0.0,1.0
pn,2.618,0.0,1.0
pn,2.619,0.0,1.0
pn,2.62,0.0,1.0
pn,2.621,0.0,1.0
pn,2.622,0.0,1.0
pn,2.623,0.0,1.0
pn,2.624,0.0,1.0
pn,2.625,0.0,1.0
pn,2.626,0.0,1.0
pn,2.627,0.0,1.0
pn,2.628,0.0,1.0
pn,2.629,0.0,1.0
pn,2.63,0.0,1.0
pn,2.631,0.0,1.0
pn,2.632,0.0,1.0
pn,2.633,0.0,1.0
pn,2.634,0.0,1.0
pn,2.635,0.0,1.0
pn,2.636,0.0,1.0
pn,2.637,0.0,1.0
pn,2.638,0.0,1.0
pn,2.639,0.0,1.0
pn,2.64,0.0,1.0
pn,2.641,0.0,1.0
pn,2.642,0.0,1.0
pn,2.643,0.0,1.0
pn,2.644,0.0,1.0
pn,2.645,0.0,1.0
pn,2.646,0.0,1.0
pn,2.647,0.0,1.0
pn,2.648,0.0,1.0
pn,2.649,0.0,1.0
pn,2.65,0.0,1.0
pn,2.651,0.0,1.0
pn,2.652,0.0,1.0
pn,2.653,0.0,1.0
pn,2.654,0.0,1.0
pn,2.655,0.0,1.0
pn,2.656,0.0,1.0
pn,2.657,0.0,1.0
pn,2.658,0.0,1.0
pn,2.659,0.0,1.0
pn,2.66,0.0,1.0
pn,2.661,0.0,1.0
pn,2.662,0.0,1.0
pn,2.663,0.0,1.0
pn,2.664,0.0,1.0
pn,2.665,0.0,1.0
pn,2.666,0.0,1.0
pn,2.667,0.0,1.0
pn,2.668,0.0,1.0
pn,2.669,0.0,1.0
pn,2.67,0.0,1.0
pn,2.671,1.0,1.0
pn,2.672,0.0,1.0
pn,2.673,0.0,1.0
pn,2.674,0.0,1.0
pn,2.675,0.0,1.0
pn,2.676,1.0,1.0
pn,2.677,0.0,1.0
pn,2.678,0.0,1.0
pn,2.679,0.0,1.0
pn,2.68,0.0,1.0
pn,2.681,0.0,1.0
pn,2.682,0.0,1.0
pn,2.683,0.0,1.0
pn,2.684,0.0,1.0
pn,2.685,0.0,1.0
pn,2.686,0.0,1.0
pn,2.687,0.0,1.0
pn,2.688,0.0,1.0
pn,2.689,0.0,1.0
pn,2.69,0.0,1.0
pn,2.691,0.0,1.0
pn,2.692,0.0,1.0
pn,2.693,0.0,1.0
pn,2.694,0.0,1.0
pn,2.695,0.0,1.0
pn,2.696,0.0,1.0
pn,2.697,0.0,1.0
pn,2.698,0.0,1.0
pn,2.699,0.0,1.0
pn,2.7,0.0,1.0
pn,2.701,0.0,1.0
pn,2.702,0.0,1.0
pn,2.703,0.0,1.0
pn,2.704,0.0,1.0
pn,2.705,0.0,1.0
pn,2.706,0.0,1.0
pn,2.707,0.0,1.0
pn,2.708,1.0,1.0
pn,2.709,0.0,1.0
pn,2.71,0.0,1.0
pn,2.711,0.0,1.0
pn,2.712,0.0,1.0
pn,2.713,0.0,1.0
pn,2.714,0.0,1.0
pn,2.715,0.0,1.0
pn,2.716,1.0,1.0
pn,2.717,0.0,1.0
pn,2.718,0.0,1.0
pn,2.719,0.0,1.0
pn,2.72,1.0,1.0
pn,2.721,0.0,1.0
pn,2.722,0.0,1.0
pn,2.723,0.0,1.0
pn,2.724,0.0,1.0
pn,2.725,0.0,1.0
pn,2.726,0.0,1.0
pn,2.727,0.0,1.0
pn,2.728,0.0,1.0
pn,2.729,0.0,1.0
pn,2.73,0.0,1.0
pn,2.731,0.0,1.0
pn,2.732,0.0,1.0
pn,2.733,0.0,1.0
pn,2.734,0.0,1.0
pn,2.735,0.0,1.0
pn,2.736,0.0,1.0
pn,2.737,0.0,1.0
pn,2.738,0.0,1.0
pn,2.739,0.0,1.0
pn,2.74,0.0,1.0
pn,2.741,0.0,1.0
pn,2.742,0.0,1.0
pn,2.743,1.0,1.0
pn,2.744,0.0,1.0
pn,2.745,0.0,1.0
pn,2.746,0.0,1.0
pn,2.747,0.0,1.0
pn,2.748,0.0,1.0
pn,2.749,0.0,1.0
pn,2.75,0.0,1.0
pn,2.751,0.0,1.0
pn,2.752,0.0,1.0
pn,2.753,0.0,1.0
pn,2.754,0.0,1.0
pn,2.755,1.0,1.0
pn,2.756,0.0,1.0
pn,2.757,0.0,1.0
pn,2.758,0.0,1.0
pn,2.759,0.0,1.0
pn,2.76,0.0,1.0
pn,2.761,0.0,1.0
pn,2.762,0.0,1.0
pn,2.763,0.0,1.0
pn,2.764,0.0,1.0
pn,2.765,0.0,1.0
pn,2.766,0.0,1.0
pn,2.767,0.0,1.0
pn,2.768,0.0,1.0
pn,2.769,0.0,1.0
pn,2.77,0.0,1.0
pn,2.771,1.0,1.0
pn,2.772,0.0,1.0
pn,2.773,0.0,1.0
pn,2.774,0.0,1.0
pn,2.775,0.0,1.0
pn,2.776,0.0,1.0
pn,2.777,0.0,1.0
pn,2.778,0.0,1.0
pn,2.779,1.0,1.0
pn,2.78,0.0,1.0
pn,2.781,0.0,1.0
pn,2.782,0.0,1.0
pn,2.783,0.0,1.0
pn,2.784,0.0,1.0
pn,2.785,0.0,1.0
pn,2.786,0.0,1.0
pn,2.787,0.0,1.0
pn,2.788,0.0,1.0
pn,2.789,0.0,1.0
pn,2.79,0.0,1.0
pn,2.791,0.0,1.0
pn,2.792,0.0,1.0
pn,2.793,0.0,1.0
pn,2.794,0.0,1.0
pn,2.795,0.0,1.0
pn,2.796,0.0,1.0
pn,2.797,0.0,1.0
pn,2.798,0.0,1.0
pn,2.799,0.0,1.0
pn,2.8,0.0,1.0
pn,2.801,0.0,1.0
pn,2.802,0.0,1.0
pn,2.803,0.0,1.0
pn,2.804,0.0,1.0
pn,2.805,0.0,1.0
pn,2.806,0.0,1.0
pn,2.807,0.0,1.0
pn,2.808,0.0,1.0
pn,2.809,0.0,1.0
pn,2.81,0.0,1.0
pn,2.811,0.0,1.0
pn,2.812,1.0,1.0
pn,2.813,0.0,1.0
pn,2.814,0.0,1.0
pn,2.815,0.0,1.0
pn,2.816,0.0,1.0
pn,2.817,0.0,1.0
pn,2.818,1.0,1.0
pn,2.819,0.0,1.0
pn,2.82,0.0,1.0
pn,2.821,0.0,1.0
pn,2.822,0.0,1.0
pn,2.823,0.0,1.0
pn,2.824,0.0,1.0
pn,2.825,0.0,1.0
pn,2.826,0.0,1.0
pn,2.827,0.0,1.0
pn,2.828,0.0,1.0
pn,2.829,0.0,1.0
pn,2.83,0.0,1.0
pn,2.831,0.0,1.0
pn,2.832,0.0,1.0
pn,2.833,0.0,1.0
pn,2.834,0.0,1.0
pn,2.835,0.0,1.0
pn,2.836,0.0,1.0
pn,2.837,0.0,1.0
pn,2.838,0.0,1.0
pn,2.839,0.0,1.0
pn,2.84,0.0,1.0
pn,2.841,0.0,1.0
pn,2.842,0.0,1.0
pn,2.843,0.0,1.0
pn,2.844,0.0,1.0
pn,2.845,1.0,1.0
pn,2.846,0.0,1.0
pn,2.847,0.0,1.0
pn,2.848,0.0,1.0
pn,2.849,0.0,1.0
pn,2.85,0.0,1.0
pn,2.851,0.0,1.0
pn,2.852,0.0,1.0
pn,2.853,0.0,1.0
pn,2.854,0.0,1.0
pn,2.855,0.0,1.0
pn,2.856,0.0,1.0
pn,2.857,0.0,1.0
pn,2.858,0.0,1.0
pn,2.859,0.0,1.0
pn,2.86,0.0,1.0
pn,2.861,0.0,1.0
pn,2.862,0.0,1.0
pn,2.863,0.0,1.0
pn,2.864,0.0,1.0
pn,2.865,0.0,1.0
pn,2.866,0.0,1.0
pn,2.867,0.0,1.0
pn,2.868,0.0,1.0
pn,2.869,0.0,1.0
pn,2.87,0.0,1.0
pn,2.871,0.0,1.0
pn,2.872,0.0,1.0
pn,2.873,0.0,1.0
pn,2.874,0.0,1.0
pn,2.875,0.0,1.0
pn,2.876,0.0,1.0
pn,2.877,0.0,1.0
pn,2.878,0.0,1.0
pn,2.879,0.0,1.0
pn,2.88,0.0,1.0
pn,2.881,0.0,1.0
pn,2.882,0.0,1.0
pn,2.883,0.0,1.0
pn,2.884,0.0,1.0
pn,2.885,0.0,1.0
pn,2.886,0.0,1.0
pn,2.887,0.0,1.0
pn,2.888,0.0,1.0
pn,2.889,0.0,1.0
pn,2.89,0.0,1.0
pn,2.891,0.0,1.0
pn,2.892,0.0,1.0
pn,2.893,0.0,1.0
pn,2.894,0.0,1.0
pn,2.895,0.0,1.0
pn,2.896,0.0,1.0
pn,2.897,0.0,1.0
pn,2.898,0.0,1.0
pn,2.899,1.0,1.0
pn,2.9,0.0,1.0
pn,2.901,0.0,1.0
pn,2.902,0.0,1.0
pn,2.903,0.0,1.0
pn,2.904,0.0,1.0
pn,2.905,0.0,1.0
pn,2.906,0.0,1.0
pn,2.907,0.0,1.0
pn,2.908,0.0,1.0
pn,2.909,0.0,1.0
pn,2.91,0.0,1.0
pn,2.911,0.0,1.0
pn,2.912,0.0,1.0
